session_ID,trial_ID,subject_ID,cohort_ID,response_time_sec,response_decision,trial_condition,shape_description,angular_disparity,object_angles,vr_setup
7,46,0x53,1,3.503662,Mismatch,Mismatch,llbbbrruu,0,"{'1': 312.87503941977366, '2': 312.87503941977366}",No-Action
7,47,0x53,1,2.047852,Mismatch,Mismatch,lllbbbubb,180,"{'1': 49.8443240651041, '2': 229.8443240651041}",No-Action
7,48,0x53,1,3.23291,Mismatch,Mismatch,rbbbbbbub,0,"{'1': 210.27064945180683, '2': 210.27064945180683}",No-Action
7,49,0x53,1,1.813477,Mismatch,Mismatch,ddbbddddl,180,"{'1': 226.14754278696023, '2': 46.14754278696023}",No-Action
8,0,0x53,2,4.04277,Mismatch,Match,uubbbrrrb,180,"{'1': 160.83256037875475, '2': 340.83256037875475}",No-Action
8,1,0x53,2,4.081604,Match,Match,bbbdddrrb,60,"{'1': 297.0526715508145, '2': 237.05267155081452}",No-Action
8,2,0x53,2,2.101654,Match,Match,lllbbbubb,180,"{'1': 73.56548998781912, '2': 253.56548998781912}",No-Action
8,3,0x53,2,1.94751,Match,Match,ffuuuurrf,0,"{'1': 23.282554720997183, '2': 23.282554720997183}",No-Action
8,4,0x53,2,1.703384,Match,Match,bdddddfll,60,"{'1': 320.8989396087263, '2': 260.8989396087263}",No-Action
8,5,0x53,2,2.751099,Match,Match,llbbbbbru,60,"{'1': 154.53545241524535, '2': 94.53545241524535}",No-Action
8,6,0x53,2,2.66745,Match,Match,lllllbbul,0,"{'1': 235.19481536945403, '2': 235.19481536945403}",No-Action
8,7,0x53,2,2.633331,Match,Match,bddrbbbbb,0,"{'1': 293.9502017183571, '2': 293.9502017183571}",No-Action
8,8,0x53,2,4.810822,Match,Match,lllbbbluu,120,"{'1': 49.004933720925365, '2': 169.00493372092535}",No-Action
8,9,0x53,2,2.536896,Match,Match,lllbbbubb,180,"{'1': 312.57481992843844, '2': 132.57481992843842}",No-Action
8,10,0x53,2,2.476196,Match,Match,rrrbbbddb,180,"{'1': 130.03348319557549, '2': 310.0334831955755}",No-Action
8,11,0x53,2,2.327576,Match,Match,rbbbbbldd,120,"{'1': 333.4370891178977, '2': 93.43708911789771}",No-Action
8,12,0x53,2,1.858093,Match,Match,llbbbrruu,180,"{'1': 48.150524802825046, '2': 228.15052480282503}",No-Action
8,13,0x53,2,2.642151,Match,Match,lllllbbul,60,"{'1': 117.20635363661125, '2': 57.206353636611254}",No-Action
8,14,0x53,2,3.59845,Match,Match,lllllbbul,180,"{'1': 247.03421990315496, '2': 67.03421990315496}",No-Action
8,15,0x53,2,2.572693,Match,Match,rrrrbbbdr,60,"{'1': 60.6720246388287, '2': 0.6720246388287023}",No-Action
8,16,0x53,2,1.600616,Match,Match,uuuuubbul,60,"{'1': 206.5426578330488, '2': 266.5426578330488}",No-Action
8,17,0x53,2,2.053314,Match,Match,bddrbbbbb,120,"{'1': 288.7000593936109, '2': 48.7000593936109}",No-Action
8,18,0x53,2,1.425964,Match,Match,rrrrbbbdr,0,"{'1': 22.276631744938747, '2': 22.276631744938747}",No-Action
8,19,0x53,2,5.314941,Match,Match,bdddbllll,120,"{'1': 120.91586715760242, '2': 0.9158671576024204}",No-Action
8,20,0x53,2,1.84285,Mismatch,Match,uubbbrrrb,120,"{'1': 236.45600181787148, '2': 116.45600181787148}",No-Action
8,21,0x53,2,1.934021,Match,Match,bdddbllll,120,"{'1': 297.9629521630802, '2': 177.96295216308025}",No-Action
8,22,0x53,2,1.766235,Mismatch,Match,lbbddllll,120,"{'1': 328.42560545831884, '2': 208.42560545831884}",No-Action
8,23,0x53,2,1.586426,Match,Match,bdddbllll,0,"{'1': 117.94234251970374, '2': 117.94234251970374}",No-Action
8,24,0x53,2,2.707886,Match,Match,ffuuuurrf,60,"{'1': 238.03031525122972, '2': 178.03031525122972}",No-Action
8,25,0x53,2,3.174225,Match,Mismatch,rbbbbbbub,60,"{'1': 343.43492894494125, '2': 43.43492894494126}",No-Action
8,26,0x53,2,3.118469,Mismatch,Mismatch,lllllbbul,60,"{'1': 207.31121944602046, '2': 147.31121944602046}",No-Action
8,27,0x53,2,2.214401,Mismatch,Mismatch,ddbbddddl,180,"{'1': 286.02115239405117, '2': 106.02115239405117}",No-Action
8,28,0x53,2,2.825363,Mismatch,Mismatch,llbbbbbru,120,"{'1': 59.32949026541962, '2': 179.32949026541962}",No-Action
8,29,0x53,2,1.391693,Mismatch,Mismatch,uuuubbbur,60,"{'1': 53.50236138222004, '2': 113.50236138222004}",No-Action
8,30,0x53,2,3.030609,Mismatch,Mismatch,dbbbblllu,60,"{'1': 232.97719760635076, '2': 292.9771976063507}",No-Action
8,31,0x53,2,3.781067,Mismatch,Mismatch,uubbbrrrb,180,"{'1': 211.45138783587447, '2': 31.45138783587447}",No-Action
8,32,0x53,2,4.352814,Mismatch,Mismatch,lbbddllll,180,"{'1': 131.31629236446844, '2': 311.31629236446844}",No-Action
8,33,0x53,2,4.288895,Match,Mismatch,ffuubllll,120,"{'1': 246.59987517738313, '2': 6.599875177383112}",No-Action
8,34,0x53,2,1.933624,Mismatch,Mismatch,bbdddbrrr,120,"{'1': 51.1903238702573, '2': 171.19032387025732}",No-Action
8,35,0x53,2,3.662872,Mismatch,Mismatch,bbddbblll,120,"{'1': 292.0774989103786, '2': 52.07749891037858}",No-Action
8,36,0x53,2,2.326813,Mismatch,Mismatch,bddrddddd,60,"{'1': 110.418110027414, '2': 50.418110027414}",No-Action
8,37,0x53,2,1.571686,Mismatch,Mismatch,ffffuulff,180,"{'1': 112.1103209577726, '2': 292.1103209577726}",No-Action
8,38,0x53,2,3.106995,Mismatch,Mismatch,ddbbddddl,120,"{'1': 116.64804906440489, '2': 236.6480490644049}",No-Action
8,39,0x53,2,4.109528,Match,Mismatch,rrrrbbbdr,120,"{'1': 325.1474160676428, '2': 205.14741606764278}",No-Action
8,40,0x53,2,2.371597,Mismatch,Mismatch,lllbbbubb,120,"{'1': 44.909780615892714, '2': 164.9097806158927}",No-Action
8,41,0x53,2,1.515076,Mismatch,Mismatch,lllbbbluu,180,"{'1': 204.88606613223055, '2': 24.886066132230553}",No-Action
8,42,0x53,2,1.758682,Mismatch,Mismatch,uuubbrrrf,0,"{'1': 65.34944784418846, '2': 65.34944784418846}",No-Action
8,43,0x53,2,1.710358,Mismatch,Mismatch,rbbbdddff,120,"{'1': 226.29585152890144, '2': 346.29585152890144}",No-Action
8,44,0x53,2,2.070953,Mismatch,Mismatch,uuuuubbul,60,"{'1': 295.1931645100793, '2': 235.19316451007936}",No-Action
8,45,0x53,2,3.009674,Mismatch,Mismatch,uuuuubbul,0,"{'1': 223.99012792039952, '2': 223.99012792039952}",No-Action
8,46,0x53,2,7.474609,Match,Mismatch,llbbbrruu,0,"{'1': 312.87503941977366, '2': 312.87503941977366}",No-Action
8,47,0x53,2,2.0495,Mismatch,Mismatch,lllbbbubb,180,"{'1': 49.8443240651041, '2': 229.8443240651041}",No-Action
8,48,0x53,2,3.892822,Mismatch,Mismatch,rbbbbbbub,0,"{'1': 210.27064945180683, '2': 210.27064945180683}",No-Action
8,49,0x53,2,2.063354,Mismatch,Mismatch,ddbbddddl,180,"{'1': 226.14754278696023, '2': 46.14754278696023}",No-Action
9,0,0x51,1,1.732681,Match,Match,ffuubrrrr,60,"{'1': 195.70386133680432, '2': 255.70386133680432}",No-Action
9,1,0x51,1,1.60849,Match,Match,uuuubbbur,0,"{'1': 312.7701316383542, '2': 312.7701316383542}",No-Action
9,2,0x51,1,1.172073,Match,Match,lllllbbul,60,"{'1': 29.341280998280244, '2': 329.34128099828024}",No-Action
9,3,0x51,1,1.28714,Match,Match,ffuubrrrr,0,"{'1': 330.69031886933465, '2': 330.69031886933465}",No-Action
9,4,0x51,1,1.80249,Match,Match,ffuubrrrr,60,"{'1': 214.93411190802072, '2': 154.93411190802072}",No-Action
9,5,0x51,1,2.175446,Match,Match,lllbbbluu,60,"{'1': 239.73272467503972, '2': 179.73272467503972}",No-Action
9,6,0x51,1,2.188782,Match,Match,uubbbrrrb,60,"{'1': 244.97895433135304, '2': 304.97895433135307}",No-Action
9,7,0x51,1,2.108856,Match,Match,ffuulllbb,120,"{'1': 52.410378767534695, '2': 172.4103787675347}",No-Action
9,8,0x51,1,3.052856,Match,Match,bddrbbbbb,60,"{'1': 335.1505592833017, '2': 35.15055928330166}",No-Action
9,9,0x51,1,2.117798,Match,Match,ffuubllll,0,"{'1': 32.44403157116473, '2': 32.44403157116473}",No-Action
9,10,0x51,1,1.658478,Match,Match,lllbbbubb,120,"{'1': 290.95635263390704, '2': 50.95635263390707}",No-Action
9,11,0x51,1,3.538712,Match,Match,uubbbbruu,180,"{'1': 153.15034768376478, '2': 333.1503476837648}",No-Action
9,12,0x51,1,1.916718,Match,Match,llbbbbbru,60,"{'1': 195.74437998246947, '2': 255.74437998246947}",No-Action
9,13,0x51,1,1.549088,Match,Match,ffuubllll,0,"{'1': 241.0541589520444, '2': 241.0541589520444}",No-Action
9,14,0x51,1,1.72757,Match,Match,bbbdddrrb,60,"{'1': 107.48231495232719, '2': 47.48231495232719}",No-Action
9,15,0x51,1,2.311935,Match,Match,bbdddbrrr,120,"{'1': 249.4264059133822, '2': 129.4264059133822}",No-Action
9,16,0x51,1,1.154572,Match,Match,uuuuubbul,0,"{'1': 22.79566675332338, '2': 22.79566675332338}",No-Action
9,17,0x51,1,1.816772,Match,Match,rbbbbbbub,180,"{'1': 119.38859950122885, '2': 299.38859950122884}",No-Action
9,18,0x51,1,2.367615,Mismatch,Match,ffuubrrrr,180,"{'1': 246.0631387963874, '2': 66.06313879638742}",No-Action
9,19,0x51,1,2.635361,Mismatch,Match,lllbbbluu,180,"{'1': 321.44355220255096, '2': 141.44355220255096}",No-Action
9,20,0x51,1,1.594513,Match,Match,lbbddllll,60,"{'1': 290.0181337619581, '2': 350.0181337619581}",No-Action
9,21,0x51,1,2.471268,Mismatch,Match,bdddbllll,60,"{'1': 110.46167343626001, '2': 50.461673436260014}",No-Action
9,22,0x51,1,2.467987,Match,Match,lbbddllll,120,"{'1': 313.4383765630722, '2': 193.43837656307218}",No-Action
9,23,0x51,1,1.804047,Mismatch,Match,dbbbblllu,180,"{'1': 120.4475482455058, '2': 300.4475482455058}",No-Action
9,24,0x51,1,2.332306,Match,Match,ffuubllll,120,"{'1': 53.69971929843738, '2': 293.69971929843734}",No-Action
9,25,0x51,1,1.607422,Mismatch,Mismatch,ffuubllll,120,"{'1': 68.71080515486847, '2': 308.71080515486847}",No-Action
9,26,0x51,1,1.311829,Mismatch,Mismatch,bdddllbbb,60,"{'1': 317.4266219482024, '2': 257.4266219482024}",No-Action
9,27,0x51,1,1.884476,Mismatch,Mismatch,rbbbbbbub,180,"{'1': 287.98179334569033, '2': 107.9817933456903}",No-Action
9,28,0x51,1,2.140045,Mismatch,Mismatch,bdddbllll,120,"{'1': 150.3862870150383, '2': 270.3862870150383}",No-Action
9,29,0x51,1,2.567429,Match,Mismatch,dbbbblllu,180,"{'1': 120.42882292561097, '2': 300.428822925611}",No-Action
9,30,0x51,1,1.609161,Mismatch,Mismatch,ffffuulff,120,"{'1': 123.54031246384658, '2': 243.5403124638466}",No-Action
9,31,0x51,1,1.384048,Match,Mismatch,lllbbbluu,60,"{'1': 46.12999662160868, '2': 106.12999662160868}",No-Action
9,32,0x51,1,2.701477,Mismatch,Mismatch,uuuubbbur,180,"{'1': 250.95775288655915, '2': 70.95775288655913}",No-Action
9,33,0x51,1,1.910461,Mismatch,Mismatch,lllbbbubb,60,"{'1': 251.94154247038333, '2': 311.9415424703833}",No-Action
9,34,0x51,1,3.440048,Mismatch,Mismatch,bbbdddrrb,180,"{'1': 324.9394843715521, '2': 144.9394843715521}",No-Action
9,35,0x51,1,2.047989,Mismatch,Mismatch,uubbbrrrb,180,"{'1': 133.55372738747295, '2': 313.5537273874729}",No-Action
9,36,0x51,1,2.398224,Mismatch,Mismatch,rrrbbbddb,180,"{'1': 319.0383982967115, '2': 139.03839829671148}",No-Action
9,37,0x51,1,1.58017,Mismatch,Mismatch,rbbbbbldd,60,"{'1': 301.1114318946326, '2': 241.11143189463255}",No-Action
9,38,0x51,1,1.510681,Mismatch,Mismatch,ffuubrrrr,120,"{'1': 71.06412712366583, '2': 311.0641271236658}",No-Action
9,39,0x51,1,2.662064,Match,Mismatch,dbbbblllu,180,"{'1': 43.07744783552395, '2': 223.07744783552394}",No-Action
9,40,0x51,1,2.70697,Mismatch,Mismatch,llbbbbbru,60,"{'1': 226.38746715426137, '2': 166.38746715426137}",No-Action
9,41,0x51,1,2.161591,Mismatch,Mismatch,rrrrbbbdr,60,"{'1': 320.23845503998274, '2': 260.23845503998274}",No-Action
9,42,0x51,1,3.063797,Mismatch,Mismatch,ffuuuurrf,60,"{'1': 337.9353354365787, '2': 277.9353354365787}",No-Action
9,43,0x51,1,2.05101,Mismatch,Mismatch,bbbdddrrb,0,"{'1': 313.7327226811985, '2': 313.7327226811985}",No-Action
9,44,0x51,1,1.955551,Mismatch,Mismatch,llbbbbbru,60,"{'1': 23.32066732196461, '2': 323.3206673219646}",No-Action
9,45,0x51,1,1.886627,Mismatch,Mismatch,ffuubrrrr,0,"{'1': 215.3296192682413, '2': 215.3296192682413}",No-Action
9,46,0x51,1,3.596039,Mismatch,Mismatch,uuuubbbur,120,"{'1': 203.66296698343888, '2': 323.6629669834389}",No-Action
9,47,0x51,1,1.663361,Mismatch,Mismatch,lllbbbubb,0,"{'1': 143.35641650229175, '2': 143.35641650229175}",No-Action
9,48,0x51,1,1.56308,Mismatch,Mismatch,bddrbbbbb,180,"{'1': 338.63684917888776, '2': 158.6368491788878}",No-Action
9,49,0x51,1,3.815857,Mismatch,Mismatch,dbbbblllu,180,"{'1': 35.33581675511868, '2': 215.33581675511869}",No-Action
10,0,0x51,2,2.148926,Match,Match,ffuubrrrr,60,"{'1': 195.70386133680432, '2': 255.70386133680432}",No-Action
10,1,0x51,2,1.448776,Match,Match,uuuubbbur,0,"{'1': 312.7701316383542, '2': 312.7701316383542}",No-Action
10,2,0x51,2,1.40683,Match,Match,lllllbbul,60,"{'1': 29.341280998280244, '2': 329.34128099828024}",No-Action
10,3,0x51,2,1.449219,Match,Match,ffuubrrrr,0,"{'1': 330.69031886933465, '2': 330.69031886933465}",No-Action
10,4,0x51,2,1.69516,Match,Match,ffuubrrrr,60,"{'1': 214.93411190802072, '2': 154.93411190802072}",No-Action
10,5,0x51,2,3.239868,Match,Match,lllbbbluu,60,"{'1': 239.73272467503972, '2': 179.73272467503972}",No-Action
10,6,0x51,2,2.412903,Match,Match,uubbbrrrb,60,"{'1': 244.97895433135304, '2': 304.97895433135307}",No-Action
10,7,0x51,2,3.867859,Match,Match,ffuulllbb,120,"{'1': 52.410378767534695, '2': 172.4103787675347}",No-Action
10,8,0x51,2,2.211884,Match,Match,bddrbbbbb,60,"{'1': 335.1505592833017, '2': 35.15055928330166}",No-Action
10,9,0x51,2,1.546326,Match,Match,ffuubllll,0,"{'1': 32.44403157116473, '2': 32.44403157116473}",No-Action
10,10,0x51,2,2.525177,Match,Match,lllbbbubb,120,"{'1': 290.95635263390704, '2': 50.95635263390707}",No-Action
10,11,0x51,2,3.896667,Match,Match,uubbbbruu,180,"{'1': 153.15034768376478, '2': 333.1503476837648}",No-Action
10,12,0x51,2,3.185577,Match,Match,llbbbbbru,60,"{'1': 195.74437998246947, '2': 255.74437998246947}",No-Action
10,13,0x51,2,2.519913,Match,Match,ffuubllll,0,"{'1': 241.0541589520444, '2': 241.0541589520444}",No-Action
10,14,0x51,2,1.886719,Match,Match,bbbdddrrb,60,"{'1': 107.48231495232719, '2': 47.48231495232719}",No-Action
10,15,0x51,2,2.986145,Match,Match,bbdddbrrr,120,"{'1': 249.4264059133822, '2': 129.4264059133822}",No-Action
10,16,0x51,2,1.269409,Match,Match,uuuuubbul,0,"{'1': 22.79566675332338, '2': 22.79566675332338}",No-Action
10,17,0x51,2,2.360687,Match,Match,rbbbbbbub,180,"{'1': 119.38859950122885, '2': 299.38859950122884}",No-Action
10,18,0x51,2,3.231232,Match,Match,ffuubrrrr,180,"{'1': 246.0631387963874, '2': 66.06313879638742}",No-Action
10,19,0x51,2,3.126022,Match,Match,lllbbbluu,180,"{'1': 321.44355220255096, '2': 141.44355220255096}",No-Action
10,20,0x51,2,1.910339,Match,Match,lbbddllll,60,"{'1': 290.0181337619581, '2': 350.0181337619581}",No-Action
10,21,0x51,2,1.883255,Match,Match,bdddbllll,60,"{'1': 110.46167343626001, '2': 50.461673436260014}",No-Action
10,22,0x51,2,3.114899,Match,Match,lbbddllll,120,"{'1': 313.4383765630722, '2': 193.43837656307218}",No-Action
10,23,0x51,2,5.101608,Match,Match,dbbbblllu,180,"{'1': 120.4475482455058, '2': 300.4475482455058}",No-Action
10,24,0x51,2,2.75296,Match,Match,ffuubllll,120,"{'1': 53.69971929843738, '2': 293.69971929843734}",No-Action
10,25,0x51,2,2.005371,Mismatch,Mismatch,ffuubllll,120,"{'1': 68.71080515486847, '2': 308.71080515486847}",No-Action
10,26,0x51,2,3.395203,Mismatch,Mismatch,bdddllbbb,60,"{'1': 317.4266219482024, '2': 257.4266219482024}",No-Action
10,27,0x51,2,3.891312,Mismatch,Mismatch,rbbbbbbub,180,"{'1': 287.98179334569033, '2': 107.9817933456903}",No-Action
10,28,0x51,2,1.93866,Mismatch,Mismatch,bdddbllll,120,"{'1': 150.3862870150383, '2': 270.3862870150383}",No-Action
10,29,0x51,2,2.701294,Match,Mismatch,dbbbblllu,180,"{'1': 120.42882292561097, '2': 300.428822925611}",No-Action
10,30,0x51,2,2.586411,Mismatch,Mismatch,ffffuulff,120,"{'1': 123.54031246384658, '2': 243.5403124638466}",No-Action
10,31,0x51,2,3.281952,Match,Mismatch,lllbbbluu,60,"{'1': 46.12999662160868, '2': 106.12999662160868}",No-Action
10,32,0x51,2,3.765579,Mismatch,Mismatch,uuuubbbur,180,"{'1': 250.95775288655915, '2': 70.95775288655913}",No-Action
10,33,0x51,2,3.189545,Mismatch,Mismatch,lllbbbubb,60,"{'1': 251.94154247038333, '2': 311.9415424703833}",No-Action
10,34,0x51,2,4.627533,Mismatch,Mismatch,bbbdddrrb,180,"{'1': 324.9394843715521, '2': 144.9394843715521}",No-Action
10,35,0x51,2,5.591003,Mismatch,Mismatch,uubbbrrrb,180,"{'1': 133.55372738747295, '2': 313.5537273874729}",No-Action
10,36,0x51,2,3.142761,Mismatch,Mismatch,rrrbbbddb,180,"{'1': 319.0383982967115, '2': 139.03839829671148}",No-Action
10,37,0x51,2,2.112717,Mismatch,Mismatch,rbbbbbldd,60,"{'1': 301.1114318946326, '2': 241.11143189463255}",No-Action
10,38,0x51,2,4.794968,Mismatch,Mismatch,ffuubrrrr,120,"{'1': 71.06412712366583, '2': 311.0641271236658}",No-Action
10,39,0x51,2,4.676727,Mismatch,Mismatch,dbbbblllu,180,"{'1': 43.07744783552395, '2': 223.07744783552394}",No-Action
10,40,0x51,2,4.182892,Mismatch,Mismatch,llbbbbbru,60,"{'1': 226.38746715426137, '2': 166.38746715426137}",No-Action
10,41,0x51,2,3.599792,Mismatch,Mismatch,rrrrbbbdr,60,"{'1': 320.23845503998274, '2': 260.23845503998274}",No-Action
10,42,0x51,2,2.238892,Mismatch,Mismatch,ffuuuurrf,60,"{'1': 337.9353354365787, '2': 277.9353354365787}",No-Action
10,43,0x51,2,5.187439,Mismatch,Mismatch,bbbdddrrb,0,"{'1': 313.7327226811985, '2': 313.7327226811985}",No-Action
10,44,0x51,2,2.974747,Mismatch,Mismatch,llbbbbbru,60,"{'1': 23.32066732196461, '2': 323.3206673219646}",No-Action
10,45,0x51,2,3.539001,Mismatch,Mismatch,ffuubrrrr,0,"{'1': 215.3296192682413, '2': 215.3296192682413}",No-Action
10,46,0x51,2,2.125,Mismatch,Mismatch,uuuubbbur,120,"{'1': 203.66296698343888, '2': 323.6629669834389}",No-Action
10,47,0x51,2,2.570465,Mismatch,Mismatch,lllbbbubb,0,"{'1': 143.35641650229175, '2': 143.35641650229175}",No-Action
10,48,0x51,2,2.104309,Mismatch,Mismatch,bddrbbbbb,180,"{'1': 338.63684917888776, '2': 158.6368491788878}",No-Action
10,49,0x51,2,3.6409,Match,Mismatch,dbbbblllu,180,"{'1': 35.33581675511868, '2': 215.33581675511869}",No-Action
11,0,0x5E,1,4.703033,Match,Match,uuubbrrrf,180,"{'1': 217.2601210465354, '2': 37.2601210465354}",No-Action
11,1,0x5E,1,1.826416,Match,Match,ffuulllbb,60,"{'1': 60.67147367605956, '2': 0.6714736760595628}",No-Action
11,2,0x5E,1,2.557404,Match,Match,dbbbblllu,60,"{'1': 243.43067050945245, '2': 183.43067050945245}",No-Action
11,3,0x5E,1,2.557159,Match,Match,bddrddddd,180,"{'1': 52.87628235785667, '2': 232.87628235785667}",No-Action
11,4,0x5E,1,1.540863,Match,Match,bbbdddrrb,60,"{'1': 61.84319834537056, '2': 121.84319834537055}",No-Action
11,5,0x5E,1,5.203888,Match,Match,dbbbblllu,120,"{'1': 62.77164809514352, '2': 302.7716480951435}",No-Action
11,6,0x5E,1,2.128601,Match,Match,ffuulllbb,0,"{'1': 199.56797102015963, '2': 199.56797102015963}",No-Action
11,7,0x5E,1,3.116425,Match,Match,uuubbrrrf,180,"{'1': 223.1896747808583, '2': 43.1896747808583}",No-Action
11,8,0x5E,1,2.420654,Match,Match,lllllbbul,60,"{'1': 224.04015568621497, '2': 284.040155686215}",No-Action
11,9,0x5E,1,5.747223,Match,Match,rbbbbbldd,180,"{'1': 55.35115654064422, '2': 235.3511565406442}",No-Action
11,10,0x5E,1,3.56398,Match,Match,llbbbbbru,180,"{'1': 200.37032755351868, '2': 20.370327553518678}",No-Action
11,11,0x5E,1,3.939484,Mismatch,Match,ffuuuurrf,60,"{'1': 56.84556754884658, '2': 356.8455675488466}",No-Action
11,12,0x5E,1,4.871033,Match,Match,lllbbbluu,60,"{'1': 22.95292868073701, '2': 82.95292868073702}",No-Action
11,13,0x5E,1,5.414642,Match,Match,bbddbblll,180,"{'1': 46.00488897920435, '2': 226.00488897920434}",No-Action
11,14,0x5E,1,3.799469,Match,Match,bbddbblll,180,"{'1': 251.69266340852414, '2': 71.69266340852414}",No-Action
11,15,0x5E,1,5.689789,Match,Match,bbddbblll,120,"{'1': 160.2379903242456, '2': 280.23799032424563}",No-Action
11,16,0x5E,1,3.965179,Mismatch,Match,lllbbbluu,60,"{'1': 122.50794918779356, '2': 62.50794918779356}",No-Action
11,17,0x5E,1,3.979401,Match,Match,ddbbddddl,180,"{'1': 239.5046766855629, '2': 59.50467668556291}",No-Action
11,18,0x5E,1,2.945709,Match,Match,bdddddfll,0,"{'1': 151.81176844913617, '2': 151.81176844913617}",No-Action
11,19,0x5E,1,4.064148,Match,Match,bbddbblll,180,"{'1': 21.476201919829236, '2': 201.47620191982924}",No-Action
11,20,0x5E,1,2.043793,Match,Match,rbbbdddff,120,"{'1': 38.70008044924079, '2': 278.7000804492408}",No-Action
11,21,0x5E,1,4.214539,Match,Match,uubbbrrrb,180,"{'1': 18.09630436569893, '2': 198.09630436569893}",No-Action
11,22,0x5E,1,2.094849,Match,Match,llbbbrruu,60,"{'1': 329.3282715335102, '2': 269.3282715335102}",No-Action
11,23,0x5E,1,1.845337,Match,Match,uuuubbbur,60,"{'1': 198.4757137131881, '2': 138.4757137131881}",No-Action
11,24,0x5E,1,1.70929,Match,Match,uuuuubbul,60,"{'1': 232.14120598327415, '2': 292.1412059832742}",No-Action
11,25,0x5E,1,4.064911,Mismatch,Mismatch,rrrrbbbdr,60,"{'1': 297.8715068359218, '2': 357.8715068359218}",No-Action
11,26,0x5E,1,6.75174,Mismatch,Mismatch,ffuubllll,60,"{'1': 244.25091033104428, '2': 304.2509103310443}",No-Action
11,27,0x5E,1,6.555603,Match,Mismatch,bbbdddrrb,0,"{'1': 215.06239967681267, '2': 215.06239967681267}",No-Action
11,28,0x5E,1,5.416046,Mismatch,Mismatch,bbdddbrrr,120,"{'1': 243.75805400136827, '2': 123.75805400136827}",No-Action
11,29,0x5E,1,3.031464,Mismatch,Mismatch,uubbbbruu,0,"{'1': 200.87502671914626, '2': 200.87502671914626}",No-Action
11,30,0x5E,1,3.546387,Mismatch,Mismatch,bbbdddrrb,120,"{'1': 140.46271925381365, '2': 20.462719253813646}",No-Action
11,31,0x5E,1,5.497131,Mismatch,Mismatch,bdddbllll,120,"{'1': 236.77556671541006, '2': 116.77556671541006}",No-Action
11,32,0x5E,1,4.059372,Mismatch,Mismatch,bbbdddrrb,180,"{'1': 251.4990780690253, '2': 71.49907806902529}",No-Action
11,33,0x5E,1,3.757462,Match,Mismatch,lllbbbluu,180,"{'1': 22.946122691354294, '2': 202.9461226913543}",No-Action
11,34,0x5E,1,3.296448,Mismatch,Mismatch,ddbbddddl,180,"{'1': 161.9683685505486, '2': 341.9683685505486}",No-Action
11,35,0x5E,1,4.774353,Mismatch,Mismatch,bddrbbbbb,0,"{'1': 24.093263937777174, '2': 24.093263937777174}",No-Action
11,36,0x5E,1,7.184631,Match,Mismatch,dbbbblllu,60,"{'1': 339.0271974589384, '2': 39.0271974589384}",No-Action
11,37,0x5E,1,2.208801,Mismatch,Mismatch,lllbbbubb,120,"{'1': 143.46738286072207, '2': 23.46738286072207}",No-Action
11,38,0x5E,1,3.602997,Mismatch,Mismatch,uuuuubbul,0,"{'1': 59.6810896655205, '2': 59.6810896655205}",No-Action
11,39,0x5E,1,7.154175,Mismatch,Mismatch,ffuulllbb,60,"{'1': 232.1359529567681, '2': 172.1359529567681}",No-Action
11,40,0x5E,1,4.354797,Mismatch,Mismatch,ffuuuurrf,120,"{'1': 114.20773653644045, '2': 234.20773653644045}",No-Action
11,41,0x5E,1,3.267288,Match,Mismatch,dbbbblllu,120,"{'1': 213.0180290025716, '2': 93.01802900257161}",No-Action
11,42,0x5E,1,2.095886,Mismatch,Mismatch,ddbbddddl,180,"{'1': 109.70371459658752, '2': 289.70371459658753}",No-Action
11,43,0x5E,1,7.951111,Mismatch,Mismatch,uuubbrrrf,180,"{'1': 227.18196138578503, '2': 47.18196138578503}",No-Action
11,44,0x5E,1,5.99823,Mismatch,Mismatch,bbdddbrrr,120,"{'1': 223.64366454463482, '2': 103.64366454463482}",No-Action
11,45,0x5E,1,3.170135,Mismatch,Mismatch,rrrrbbbdr,180,"{'1': 71.86019701447307, '2': 251.86019701447307}",No-Action
11,46,0x5E,1,3.29834,Match,Mismatch,bddrddddd,120,"{'1': 22.720737489458664, '2': 262.72073748945866}",No-Action
11,47,0x5E,1,2.474182,Mismatch,Mismatch,lllllbbul,0,"{'1': 42.69994123636518, '2': 42.69994123636518}",No-Action
11,48,0x5E,1,4.229004,Mismatch,Mismatch,ffffuulff,120,"{'1': 38.65036846662754, '2': 278.6503684666275}",No-Action
11,49,0x5E,1,3.926193,Mismatch,Mismatch,rbbbbbldd,180,"{'1': 25.6539646124735, '2': 205.6539646124735}",No-Action
12,0,0x5E,2,2.191101,Match,Match,uuubbrrrf,180,"{'1': 217.2601210465354, '2': 37.2601210465354}",No-Action
12,1,0x5E,2,2.514404,Match,Match,ffuulllbb,60,"{'1': 60.67147367605956, '2': 0.6714736760595628}",No-Action
12,2,0x5E,2,3.178925,Match,Match,dbbbblllu,60,"{'1': 243.43067050945245, '2': 183.43067050945245}",No-Action
12,3,0x5E,2,2.719879,Match,Match,bddrddddd,180,"{'1': 52.87628235785667, '2': 232.87628235785667}",No-Action
12,4,0x5E,2,2.831512,Match,Match,bbbdddrrb,60,"{'1': 61.84319834537056, '2': 121.84319834537055}",No-Action
12,5,0x5E,2,2.204346,Match,Match,dbbbblllu,120,"{'1': 62.77164809514352, '2': 302.7716480951435}",No-Action
